PLOTID,batch,changeLC,endLC,groundTruth,lat,lon,sample_index,sampler,startLC,year
id_13921063,sample_oslo_change_dw_2018_2021,11,6,Tree,"6,000,746,060.654","1,068,226,707.465",201,Trond,6,2015
id_13921063,sample_oslo_change_dw_2018_2021,11,6,Tree,"6,000,746,060.654","1,068,226,707.465",201,Trond,6,2018
id_13921063,sample_oslo_change_dw_2018_2021,11,6,Tree,"6,000,746,060.654","1,068,226,707.465",201,Trond,6,2021
id_13929265,sample_oslo_change_dw_2018_2021,11,6,Tree,"5,998,863,428.189","1,081,521,963.166",202,Trond,6,2015
id_13929265,sample_oslo_change_dw_2018_2021,11,6,Tree,"5,998,863,428.189","1,081,521,963.166",202,Trond,6,2018
id_13929265,sample_oslo_change_dw_2018_2021,11,6,Tree,"5,998,863,428.189","1,081,521,963.166",202,Trond,6,2021
id_13944171,sample_oslo_change_dw_2015_2018,11,6,Tree,"5,993,007,736.686","1,089,809,648.383",203,Trond,6,2015
id_13944171,sample_oslo_change_dw_2015_2018,11,6,Tree,"5,993,007,736.686","1,089,809,648.383",203,Trond,6,2018
id_13944171,sample_oslo_change_dw_2015_2018,11,6,Tree,"5,993,007,736.686","1,089,809,648.383",203,Trond,6,2021
id_13956507,sample_oslo_change_me_2018_2021,15,6,Shrub,"5,985,437,520.827","1,084,003,898.812",204,Trond,4,2015
id_13956507,sample_oslo_change_me_2018_2021,15,6,Shrub,"5,985,437,520.827","1,084,003,898.812",204,Trond,4,2018
id_13956507,sample_oslo_change_me_2018_2021,15,6,Shrub,"5,985,437,520.827","1,084,003,898.812",204,Trond,4,2021
id_13965278,sample_oslo_change_dw_2015_2021,11,6,Tree,"5,998,782,272.55","1,087,343,765.501",205,Trond,6,2015
id_13965278,sample_oslo_change_dw_2015_2021,11,6,Tree,"5,998,782,272.55","1,087,343,765.501",205,Trond,6,2018
id_13965278,sample_oslo_change_dw_2015_2021,11,6,Tree,"5,998,782,272.55","1,087,343,765.501",205,Trond,6,2021
id_13975552,sample_oslo_change_dw_2015_2018,15,6,Mixed,"6,002,337,067.91","1,078,392,566.046",206,Trond,6,2015
id_13975552,sample_oslo_change_dw_2015_2018,15,6,Mixed,"6,002,337,067.91","1,078,392,566.046",206,Trond,6,2018
