PLOTID,batch,changeLC,endLC,groundTruth,lat,lon,sample_index,sampler,startLC,year
id_57669700,sample_oslo_change_dw_2015_2021,5,8,Built,"5,994,442,675.405","1,081,674,018.511",51,Anders,1,2015
id_57669700,sample_oslo_change_dw_2015_2021,5,8,Built,"5,994,442,675.405","1,081,674,018.511",51,Anders,1,2018
id_57669700,sample_oslo_change_dw_2015_2021,5,8,Built,"5,994,442,675.405","1,081,674,018.511",51,Anders,1,2021
id_57701098,sample_oslo_change_me_2015_2018,3,8,Water,"6,008,606,118.081","1,068,123,702.23",52,Anders,8,2015
id_57701098,sample_oslo_change_me_2015_2018,3,8,Water,"6,008,606,118.081","1,068,123,702.23",52,Anders,8,2018
id_57701098,sample_oslo_change_me_2015_2018,3,8,Water,"6,008,606,118.081","1,068,123,702.23",52,Anders,8,2021
id_5770898,sample_oslo_change_me_2015_2021,1,8,Water,"6,011,543,773.855","1,067,319,726.31",53,Anders,8,2015
id_5770898,sample_oslo_change_me_2015_2021,1,8,Water,"6,011,543,773.855","1,067,319,726.31",53,Anders,8,2018
id_5770898,sample_oslo_change_me_2015_2021,1,8,Water,"6,011,543,773.855","1,067,319,726.31",53,Anders,8,2021
id_57718992,sample_oslo_change_dw_2015_2021,16,4,Mixed,"6,002,337,067.91","1,078,392,566.046",54,Anders,6,2015
id_57718992,sample_oslo_change_dw_2015_2021,16,4,Mixed,"6,002,337,067.91","1,078,392,566.046",54,Anders,6,2018
id_57718992,sample_oslo_change_dw_2015_2021,16,4,Mixed,"6,002,337,067.91","1,078,392,566.046",54,Anders,6,2021
id_57731727,sample_oslo_change_me_2015_2021,11,6,Built,"5,986,365,013.846","1,080,608,293.36",55,Anders,6,2015
id_57731727,sample_oslo_change_me_2015_2021,11,6,Built,"5,986,365,013.846","1,080,608,293.36",55,Anders,6,2018
id_57731727,sample_oslo_change_me_2015_2021,11,6,Built,"5,986,365,013.846","1,080,608,293.36",55,Anders,6,2021
id_57795233,sample_oslo_change_dw_2015_2018,12,4,Shrub,"6,002,284,896.427","1,052,441,935.645",56,Anders,6,2015
id_57795233,sample_oslo_change_dw_2015_2018,12,4,Shrub,"6,002,284,896.427","1,052,441,935.645",56,Anders,6,2018
id_57795233,sample_oslo_change_dw_2015_2018,12,4,Shrub,"6,002,284,896.427","1,052,441,935.645",56,Anders,6,2021
id_57845239,sample_oslo_change_me_2015_2018,14,1,Skip,"5,993,394,786.657","1,082,762,039.168",57,Anders,4,2015
id_57845239,sample_oslo_change_me_2015_2018,14,1,Bare,"5,993,394,786.657","1,082,762,039.168",57,Anders,4,2018
id_57845239,sample_oslo_change_me_2015_2018,14,1,Built,"5,993,394,786.657","1,082,762,039.168",57,Anders,4,2021
id_57855338,sample_oslo_change_dw_2018_2021,11,6,Tree,"6,008,116,508.785","1,076,745,374.117",58,Anders,6,2015
id_57855338,sample_oslo_change_dw_2018_2021,11,6,Tree,"6,008,116,508.785","1,076,745,374.117",58,Anders,6,2018
id_57855338,sample_oslo_change_dw_2018_2021,11,6,Tree,"6,008,116,508.785","1,076,745,374.117",58,Anders,6,2021
id_57868401,sample_oslo_change_me_2015_2021,11,6,Tree,"6,001,665,973.201","1,065,815,225.615",59,Anders,6,2015
id_57868401,sample_oslo_change_me_2015_2021,11,6,Tree,"6,001,665,973.201","1,065,815,225.615",59,Anders,6,2018
id_57868401,sample_oslo_change_me_2015_2021,11,6,Tree,"6,001,665,973.201","1,065,815,225.615",59,Anders,6,2021
id_57886785,sample_oslo_change_dw_2015_2018,6,1,Built,"5,996,642,795.864","1,073,016,227.906",60,Anders,1,2015
id_57886785,sample_oslo_change_dw_2015_2018,6,1,Built,"5,996,642,795.864","1,073,016,227.906",60,Anders,1,2018
id_57886785,sample_oslo_change_dw_2015_2018,6,1,Built,"5,996,642,795.864","1,073,016,227.906",60,Anders,1,2021
id_57891363,sample_oslo_change_me_2015_2021,16,4,Mixed,"5,991,768,552.503","1,077,538,648.194",61,Anders,4,2015
id_57891363,sample_oslo_change_me_2015_2021,16,4,Mixed,"5,991,768,552.503","1,077,538,648.194",61,Anders,4,2018
