PLOTID,batch,changeLC,endLC,groundTruth,lat,lon,sample_index,sampler,startLC,year
id_62863540,sample_oslo_change_me_2015_2018,14,1,Grass,"5,985,563,267.477","1,079,457,845.288",301,Anders,1,2015
id_62863540,sample_oslo_change_me_2015_2018,14,1,Grass,"5,985,563,267.477","1,079,457,845.288",301,Anders,1,2018
id_62863540,sample_oslo_change_me_2015_2018,14,1,Grass,"5,985,563,267.477","1,079,457,845.288",301,Anders,1,2021
id_62871507,sample_oslo_change_me_2015_2018,7,6,Mixed,"5,987,231,417.181","1,080,280,103.522",302,Anders,1,2015
id_62871507,sample_oslo_change_me_2015_2018,7,6,Mixed,"5,987,231,417.181","1,080,280,103.522",302,Anders,1,2018
id_62871507,sample_oslo_change_me_2015_2018,7,6,Mixed,"5,987,231,417.181","1,080,280,103.522",302,Anders,1,2021
id_62978992,sample_oslo_change_dw_2015_2021,11,6,Grass,"5,997,690,684.612","1,085,794,673.795",303,Anders,6,2015
id_62978992,sample_oslo_change_dw_2015_2021,11,6,Grass,"5,997,690,684.612","1,085,794,673.795",303,Anders,6,2018
id_62978992,sample_oslo_change_dw_2015_2021,11,6,Grass,"5,997,690,684.612","1,085,794,673.795",303,Anders,6,2021
id_62995211,sample_oslo_change_me_2018_2021,11,6,Tree,"5,999,918,897.408","1,066,194,249.204",304,Anders,6,2015
id_62995211,sample_oslo_change_me_2018_2021,11,6,Tree,"5,999,918,897.408","1,066,194,249.204",304,Anders,6,2018
id_62995211,sample_oslo_change_me_2018_2021,11,6,Tree,"5,999,918,897.408","1,066,194,249.204",304,Anders,6,2021
id_63006576,sample_oslo_change_me_2015_2018,7,6,Mixed,"5,994,456,498.618","1,072,616,246.542",305,Anders,1,2015
id_63006576,sample_oslo_change_me_2015_2018,7,6,Mixed,"5,994,456,498.618","1,072,616,246.542",305,Anders,1,2018
id_63006576,sample_oslo_change_me_2015_2018,7,6,Mixed,"5,994,456,498.618","1,072,616,246.542",305,Anders,1,2021
id_63028113,sample_oslo_change_dw_2018_2021,11,6,Tree,"6,010,623,415.397","1,064,826,197.001",306,Anders,6,2015
id_63028113,sample_oslo_change_dw_2018_2021,11,6,Tree,"6,010,623,415.397","1,064,826,197.001",306,Anders,6,2018
id_63028113,sample_oslo_change_dw_2018_2021,11,6,Tree,"6,010,623,415.397","1,064,826,197.001",306,Anders,6,2021
id_63034777,sample_oslo_change_me_2015_2021,16,2,Grass,"5,990,995,344.38","1,067,285,837.142",307,Anders,2,2015
id_63034777,sample_oslo_change_me_2015_2021,16,2,Grass,"5,990,995,344.38","1,067,285,837.142",307,Anders,2,2018
id_63034777,sample_oslo_change_me_2015_2021,16,2,Grass,"5,990,995,344.38","1,067,285,837.142",307,Anders,2,2021
